age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
21,M,1357,En Couple,3,FALSE,2178 KB 55
54,F,189,En Couple,3,FALSE,1599 JV 43
50,F,240,En Couple,2,FALSE,8016 BP 12
80,M,588,Célibataire,0,FALSE,3519 KS 65
61,M,1338,Célibataire,0,FALSE,3356 BS 44
20,F,533,En Couple,0,FALSE,375 RX 71
84,M,471,En Couple,1,FALSE,3000 EA 84
58,M,899,En Couple,1,FALSE,4027 YC 77
77,M,1004,Célibataire,0,FALSE,1739 MC 46
64,M,784,Célibataire,0,FALSE,8186 TK 59
68,M,207,En Couple,3,FALSE,1978 PW 20
24,M,539,En Couple,0,FALSE,5179 WZ 98
54,M,548,En Couple,1,FALSE,6689 BX 15
42,M,505,En Couple,2,FALSE,1521 PS 29
40,M,598,Célibataire,0,FALSE,3481 DX 86
54,F,991,Célibataire,0,FALSE,9497 WJ 82
83,F,1180,En Couple,1,FALSE,1826 VW 38
20,F,533,En Couple,4,FALSE,9513 HC 58
41,M,162,Seule,2,FALSE,743 BJ 92
80,M,477,Célibataire,0,FALSE,2032 CO 83
48,M,241,En Couple,3,FALSE,7646 VP 92
24,M,804,En Couple,4,FALSE,186 GT 61
45,F,538,En Couple,0,FALSE,7959 TN 53
25,M, ,En Couple,1,FALSE,2251 LM 92
51,M,501,Célibataire,0,FALSE,2026 QF 63
29,M,523,Célibataire,0,FALSE,8017 QJ 11
59,M,458,En Couple,3,FALSE,6075 SR 97
59,M,447,Célibataire,0,FALSE,499 IK 85
28,F,510,En Couple,2,FALSE,7655 VO 85
25,M,515,En Couple,1,FALSE,4262 IJ 85
56,F,1318,Célibataire,0,FALSE,3782 LM 90
19,F,591,Célibataire,0,FALSE,6052 CP 47
37,M,204,En Couple,1,FALSE,3529 IB 13
21,M,583,Célibataire,0,FALSE,853 RG 45
44,M,926,Célibataire,0,FALSE,1354 EC 91
46,M,924,Célibataire,0,FALSE,328 DB 79
54,F,490,En Couple,2,FALSE,3952 IQ 19
40,M,544,En Couple,0,TRUE,7880 EH 52
47,M,174,En Couple,2,FALSE,7658 ZD 33
73,M,170,En Couple,2,TRUE,1401 KE 53
18,F,572,Célibataire,0,FALSE,1297 BA 52
28,M,173,Célibataire,0,FALSE,6073 RP 64
23,F,441,En Couple,2,TRUE,6024 DR 44
24,M,874,En Couple,1,FALSE,2513 QI 26
27,M,151,Célibataire,0,FALSE,4269 IV 20
19,M,1141,Célibataire,0,FALSE,1684 LX 87
68,M,438,En Couple,4,FALSE,7607 FB 59
22,M,230,En Couple,4,TRUE,1596 PA 65
26,M,1337,En Couple,1,FALSE,5847 AS 12
66,M,494,En Couple,2,FALSE,2514 OM 41
25,M,491,Célibataire,0,FALSE,569 RC 20
19,M,199,Célibataire,0,FALSE,6324 XM 53
42,Homme,538,En Couple,2,FALSE,2978 XP 90
47,M,205,En Couple,2,FALSE,2318 OI 26
46,M,1340,En Couple,1,FALSE,5537 FW 42
57,M,444,Célibataire,0,FALSE,9892 QS 46
35,M,579,Célibataire,0,FALSE,7391 ON 65
35,F,996,Célibataire,0,FALSE,2515 IM 98
19,M,502,Célibataire,0,FALSE,5729 PH 56
25,M,435,Célibataire,0,FALSE,2917 ZC 53
56,Homme,445,En Couple,2,FALSE,8754 IS 96
26,Homme,172,En Couple,1,FALSE,8363 RG 57
48,F,789,En Couple,0,TRUE,5788 KL 77
47,M,572,En Couple,3,FALSE,6723 MV 11
46,F,561,En Couple,2,FALSE,5117 LZ 38
19,M,1052,Seule,1,FALSE,2945 MU 65
24,M,167,En Couple,0,FALSE,1299 ZG 47
23,M,410,En Couple,0,FALSE,8871 DN 57
26,M,497,En Couple,0,FALSE,3571 JS 69
44,F,545,En Couple,4,FALSE,1839 CM 65
50,M,599,Célibataire,0,FALSE,523 LB 38
60,M,247,En Couple,2,FALSE,7901 RD 33
58,F,511,En Couple,3,FALSE,9653 VY 78
25,M,197,En Couple,2,FALSE,8927 XB 90
20,M,554,En Couple,2,FALSE,3637 ZH 81
78,M,176,Célibataire,0,FALSE,3614 UC 52
41,M,936,Marié(e),2,FALSE,3207 UB 87
80,M,400,Célibataire,0,FALSE,5213 HQ 49
53,F,421,En Couple,3,TRUE,1220 FK 22
26,F,158,Célibataire,0,FALSE,5590 KR 67
58,M,577,En Couple,1,FALSE,7963 CS 35
78,M,1246,En Couple,0,FALSE,7762 GA 40
52,F,1124,En Couple,0,FALSE,4634 QU 12
48,M,401,Célibataire,0,FALSE,6767 NG 49
31,M,532,En Couple,0,TRUE,2868 JH 14
22,F,448,En Couple,2,TRUE,3033 PH 68
32,M,156,Célibataire,0,FALSE,6057 MI 45
26,M,448,En Couple,4,FALSE,1315 PJ 89
73,M,538,Célibataire,0,FALSE,1427 MX 65
26,M,1339,Célibataire,0,FALSE,3789 KO 61
67,M,227,En Couple,4,FALSE,341 EJ 77
29,M,442,Célibataire,0,FALSE,4781 UE 96
23,M,1286,Seule,2,FALSE,1484 EF 54
31,F,173,En Couple,4,FALSE,8247 CF 13
28,M,1128,En Couple,0,FALSE,8815 UC 27
44,M,581,En Couple,1,FALSE,1624 PH 16
68,F,860,En Couple,0,FALSE,8241 GW 72
83,M,597,Célibataire,0,FALSE,5204 NG 43
48,M,854,Célibataire,0,FALSE,3771 ZW 41
84,M,473,En Couple,3,FALSE,3981 VT 73
63,M,518,En Couple,1,FALSE,180 MN 15
65,M,430,En Couple,0,TRUE,7612 IP 72
22,M,453,En Couple,1,FALSE,8267 FL 21
54,M,516,Célibataire,0,FALSE,1191 JK 66
18,F,246,Seule,2,FALSE,2520 SB 29
58,M,563,Célibataire,0,FALSE,9932 ES 71
61,M,537,En Couple,3,FALSE,4512 JZ 76
18,F,514,Célibataire,0,FALSE,1010 DM 90
78,M,458,En Couple,0,FALSE,4960 OM 32
25,M,209,En Couple,2,FALSE,6380 IP 45
24,F,532,Célibataire,0,FALSE,9071 QH 51
60,M,1200,En Couple,4,TRUE,9654 GG 84
36,M,483,En Couple,2,FALSE,5022 VD 36
40,N/D,530,Célibataire,0,FALSE,9928 CH 13
84,M,442,Célibataire,0,FALSE,7240 BS 30
20,F,219,En Couple,0,FALSE,496 HM 36
75,F,492,En Couple,0,FALSE,2612 YW 84
51,M,489,Célibataire,0,FALSE,1130 PA 19
40,M,1389,Célibataire,0,FALSE,3168 RQ 41
22,M,219,En Couple,2,TRUE,3049 TZ 59
26,M,920,Célibataire,0,FALSE,1637 RC 66
74,N/D,592,Célibataire,0,FALSE,892 HN 87
29,M,417,En Couple,2,FALSE,567 ZS 61
29,F,575,En Couple,0,FALSE,8492 AL 11
53,F,171,En Couple,3,FALSE,836 KS 81
51,M,597,Célibataire,0,FALSE,2826 WB 70
23,M,421,Seule,2,FALSE,4434 AY 47
25,F,423,Célibataire,0,FALSE,1683 WC 95
55,M,833,En Couple,3,FALSE,2307 SN 91
75,Femme,584,Célibataire,0,FALSE,3933 UF 82
45,M,443,Célibataire,0,FALSE,1137 JN 73
45,M,425,Célibataire,0,FALSE,6649 BM 38
57,F,954,En Couple,4,FALSE,5236 EC 39
75,M,1015,Célibataire,0,FALSE,5313 IJ 91
39,M,245,En Couple,3,FALSE,9369 WI 87
41,M,521,En Couple,3,FALSE,1800 QS 65
35,M,1092,En Couple,2,FALSE,1610 PC 48
72,M,1241,En Couple,1,TRUE,7359 SW 60
19,F,227,En Couple,4,FALSE,4538 CY 13
59,M,212,En Couple,1,TRUE,1228 CN 52
69,?,466,Célibataire,0,FALSE,535 SF 70
38,M,590,En Couple,1,FALSE,6610 PJ 95
32,F,441,En Couple,0,TRUE,7400 VY 47
84,M,424,En Couple,4,FALSE,845 ZU 53
21,M,431,En Couple,1,FALSE,3295 KA 31
22,M,188,Seul,0,FALSE,292 TU 45
23,M,169,Seule,1,FALSE,1334 OD 83
39,M,1089,En Couple,0,FALSE,264 CJ 20
25,F,405,En Couple,4,FALSE,419 HC 95
39,F,180,Célibataire,0,FALSE,2257 RG 21
19,M,412,En Couple,1,FALSE,1685 JP 22
22,M,410,En Couple,2,FALSE,4757 AT 12
30,F,477,En Couple,3,FALSE,4598 RU 57
49,F,858,En Couple,0,FALSE,6419 CY 90
58,M,535,En Couple,3,FALSE,8153 UJ 89
49,M,581,En Couple,0,FALSE,849 PQ 10
53,F,473,En Couple,0,FALSE,778 EJ 25
53,F,942,Célibataire,0,FALSE,2147 FR 87
40,F,460,En Couple,2,FALSE,2355 LN 97
76,F,451,En Couple,1,FALSE,7109 OE 66
59,M,518,En Couple,4,FALSE,9219 QU 83
27,M,216,En Couple,1,FALSE,7789 AG 82
27,M,154,En Couple,2,FALSE,3894 SW 57
50,M,457,En Couple,2,FALSE,1052 IX 83
35,F,458, ,0,FALSE,1586 DQ 44
54,F,155,Célibataire,0,FALSE,8587 SS 57
29,M,432,Marié(e),3,TRUE,2021 VJ 73
23,F,585,En Couple,3,FALSE,2848 BO 27
28,M,462,Célibataire,0,FALSE,2666 SC 55
36,F,731,En Couple,2,FALSE,9704 VK 27
56,M,551,Célibataire,0,FALSE,8291 MX 59
78,M,481,En Couple,3,FALSE,8300 OP 39
45,M,488,En Couple,2,FALSE,4749 IV 64
24,M,515,En Couple,2,FALSE,7038 HW 60
20,M,1130,En Couple,4,FALSE,6433 VZ 71
19,M,586,Seule,3,FALSE,4010 MB 94
40,M,1166,En Couple,2,FALSE,9086 HK 87
19,M,467,En Couple,0,FALSE,9175 AF 23
25,F,968,En Couple,3,TRUE,3698 DF 23
43,M,536,En Couple,3,TRUE,6870 RJ 16
26,M,157,Célibataire,0,FALSE,5312 BS 85
30,F,425,En Couple,2,FALSE,7823 PV 92
69,M,485,En Couple,2,FALSE,2921 CT 43
46,M,244,En Couple,2,FALSE,5448 QU 82
21,M,1315,En Couple,1,TRUE,341 PK 41
48,M,439,En Couple,2,TRUE,5407 WC 20
59,F,449,Seule,1,FALSE,7480 KM 48
55,M,213,En Couple,4,FALSE,77 ZC 47
30,F,445,En Couple,4,TRUE,6751 OJ 62
42,M,506,Célibataire,0,FALSE,1715 KO 45
21,M,240,En Couple,2,FALSE,3058 MT 76
78,M,486,En Couple,0,TRUE,9821 AV 59
46,M,455,En Couple,2,FALSE,338 ZG 76
83,F,810,En Couple,1,TRUE,3043 IG 94
71,M,595,Célibataire,0,FALSE,6681 OC 67
34,F,406,En Couple,3,TRUE,7109 UX 95
33,M,528,En Couple,1,FALSE,3262 IO 57
19,M,1279,En Couple,1,FALSE,5420 FC 12
49,F,588,Célibataire,0,FALSE,8512 RL 98
59,F,156,En Couple,1,FALSE,8014 SJ 68
73,M,531,Célibataire,0,FALSE,3368 FM 63
50,M,533,Célibataire,0,FALSE,1896 KA 48
33,F,186,En Couple,3,TRUE,1529 KB 52
69,M,535,En Couple,0,FALSE,3491 CP 67
31,F,501,Célibataire,0,FALSE,7905 FR 22
61,M,571,En Couple,3,FALSE,1 NM 83
75,M,158,En Couple,4,FALSE,7463 RB 60
51,M,523,En Couple,3,FALSE,8814 RQ 33
66,F,160,En Couple,4,FALSE,9468 HX 83
49,M,1263,Célibataire,0,FALSE,4849 TV 18
31,M,1115,En Couple,4,FALSE,5692 FT 69
28,M,184,Célibataire,0,FALSE,5370 CH 21
67,M,841,N/D,0,FALSE,4220 XS 98
76,F,410,Célibataire,0,FALSE,2964 GO 58
18,M,732,En Couple,0,FALSE,8939 WL 72
39,M,1265,Célibataire,0,FALSE,6850 OL 77
26,M,562,En Couple,3,FALSE,7555 VC 80
32,M,449,Célibataire,0,FALSE,2371 GM 52
29,M,459,Célibataire,0,FALSE,9958 II 74
58,M,1371,Célibataire,0,FALSE,4735 PS 58
65,M,1204,Célibataire,0,FALSE,4515 DE 59
55,M,564,Célibataire,0,FALSE,7753 WZ 96
26,M,401,Célibataire,0,FALSE,4752 TZ 29
46,F,504,Célibataire,0,FALSE,6956 VY 85
25,M,731,En Couple,1,FALSE,8159 UH 60
23,F,580,En Couple,0,FALSE,3312 NW 66
48,M,598,En Couple,3,TRUE,7259 RQ 11
18,M,575,En Couple,2,FALSE,9269 GR 79
27,M,575,Célibataire,0,FALSE,682 BL 56
19,F,410,En Couple,1,FALSE,5972 GE 34
31,M,184,En Couple,3,FALSE,9482 VP 44
83,M,189,Célibataire,0,FALSE,5859 LP 42
40,M,497,En Couple,3,FALSE,2181 BP 26
28,M,581,Célibataire,0,FALSE,4079 HC 13
49,M,433,En Couple,4,FALSE,991 AJ 22
36,F,566,Célibataire,0,FALSE,9616 FT 67
21,M,564,Célibataire,0,FALSE,6404 BS 98
57,M,740,Célibataire,0,FALSE,2538 SC 22
62,M,204,Célibataire,0,FALSE,5356 CR 82
26,M,406,Célibataire,0,FALSE,1352 NN 64
18,M,928,Célibataire,0,FALSE,4777 PY 19
74,F,436,Célibataire,0,FALSE,6913 WY 72
23,F,478,En Couple,0,TRUE,1157 KJ 53
22,M,241,Célibataire,0,FALSE,5749 HA 97
30,M,810,En Couple,1,FALSE,7175 OD 79
43,M,1210,Célibataire,0,FALSE,2622 YE 54
82,M,1195,Célibataire,0,FALSE,5052 UV 37
54,M,996,En Couple,0,FALSE,4081 JA 50
27,M,541,Célibataire,0,FALSE,8783 QX 15
54,F,240,En Couple,0,FALSE,1964 ZD 73
83,F,244,Célibataire,0,FALSE,5571 ZZ 12
76,M,584,Célibataire,0,FALSE,9799 DG 19
25,M,1255,Célibataire,0,FALSE,8997 KZ 65
37,M,471,Célibataire,0,FALSE,9637 AL 98
23,M,202,Célibataire,0,FALSE,6812 XH 65
28,M,978,En Couple,4,TRUE,2354 IM 53
62,M,1115,Célibataire,0,FALSE,571 IU 48
19,M,543,En Couple,0,FALSE,4820 ZD 13
78,M,161,En Couple,4,FALSE,7115 AY 12
29,M,716,En Couple,1,FALSE,2715 IE 77
20,F,449,En Couple,3,FALSE,1379 VS 66
48,F,427,En Couple,3,FALSE,8786 IS 31
46,F,489,En Couple,0,FALSE,8306 SC 88
18,M,524,En Couple,2,FALSE,1438 LY 87
23,M,889,En Couple,4,FALSE,2736 TK 88
60,M,457,En Couple,0,FALSE,8764 DR 20
56,M,573,En Couple,0,TRUE,531 PW 37
71,M,1331,Célibataire,0,FALSE,9012 UQ 47
45,F,494,En Couple,3,FALSE,6181 YE 21
58,M,480,En Couple,0,FALSE,9770 EO 71
58,M,186,En Couple,4,FALSE,96 XG 20
54,M,230,En Couple,4,FALSE,7529 ZR 32
43,M,157,En Couple,0,FALSE,1108 UN 54
21,F,431,Divorcée,1,FALSE,7912 KH 81
38,F,171,En Couple,0,FALSE,6205 GG 25
33,M,730,En Couple,3,FALSE,1703 ZV 76
44,M,758,En Couple,1,FALSE,9807 ZW 50
46,M,588,En Couple,1,FALSE,3168 GI 33
70,M,531,En Couple,4,FALSE,555 IO 31
74,F,933,En Couple,3,FALSE,3624 AV 92
35,M,1065,Célibataire,0,FALSE,1162 OB 46
76,F,527,En Couple,0,FALSE,9661 MG 27
18,F,434,En Couple,1,FALSE,5374 OI 57
33,M,591,Seule,2,FALSE,5575 JS 73
56,M,245,Célibataire,0,FALSE,2325 IG 97
29,M,520,En Couple,2,FALSE,8808 KF 29
21,M,457,Célibataire,0,FALSE,5927 YR 69
30,F,1352,En Couple,0,TRUE,3710 GC 10
52,M,1390,Célibataire,0,FALSE,4293 UG 67
40,M,480,Célibataire,0,FALSE,9774 OS 19
28,F,532,Célibataire,0,FALSE,1258 ZU 36
25,M,402,En Couple,1,FALSE,3096 DF 52
25,M,416,Célibataire,0,FALSE,5211 WR 75
19,M,569,Célibataire,0,FALSE,519 JM 92
21,M,858,En Couple,1,FALSE,5352 ZF 19
62,F,453,Célibataire,0,FALSE,2383 NF 22
36,M,1325,En Couple,3,FALSE,1738 WG 78
61,M,157,En Couple,4,TRUE,2319 QY 11
26,F,428,En Couple,0,FALSE,2677 NZ 32
38,M,485,En Couple,2,TRUE,3263 PV 74
77,F,850,En Couple,3,FALSE,5205 LT 35
22,F,1009,En Couple,2,FALSE,8272 LC 63
59,F,1206,En Couple,1,FALSE,6578 RX 96
54,M,156,Célibataire,0,FALSE,1024 GC 95
59,M,447,En Couple,0,FALSE,1870 AB 13
80,F,534,En Couple,2,FALSE,7653 RI 36
27,M,407,En Couple,1,TRUE,6307 KF 79
20,F,1196,Célibataire,0,FALSE,5087 NO 42
26,M,211,Seule,3,FALSE,439 BU 14
59,M,1046,En Couple,2,FALSE,7656 IM 66
20,M,461,Célibataire,0,FALSE,6633 GS 30
28,M,247,En Couple,1,TRUE,7637 HT 35
54,F,870,En Couple,1,FALSE,7027 UN 72
46,M,567,En Couple,4,FALSE,7011 EJ 47
29,M,1278,Célibataire,0,FALSE,3991 CB 72
26,M,1044,En Couple,2,FALSE,1068 QJ 37
56,M,456,Célibataire,0,FALSE,9844 ZY 53
64,F,495,Célibataire,0,FALSE,386 VU 46
66,M,526,En Couple,1,FALSE,7649 VQ 88
22,M,476,En Couple,2,FALSE,4064 GF 43
75,M,882,Célibataire,0,FALSE,3726 BM 49
37,M,437,En Couple,1,FALSE,5278 BA 42
55,M,433,Seule,1,FALSE,4359 WL 54
20,F,1246,En Couple,0,TRUE,843 VF 40
24,M,417,En Couple,1,FALSE,5906 JQ 13
69,M,219,En Couple,2,FALSE,4850 XJ 32
24,M,235,Célibataire,0,FALSE,1421 EF 90
29,M,1246,Célibataire,0,FALSE,7815 KI 27
21,F,823,En Couple,0,FALSE,1459 PY 94
26,F,438,?,4,FALSE,1177 BA 55
29,Masculin,204,En Couple,1,FALSE,2070 DJ 56
28,M,446,En Couple,2,FALSE,6704 EB 80
26,M,1028,Célibataire,0,FALSE,9619 LM 78
19,M,1000,En Couple,0,FALSE,8637 GZ 40
46,M,-1,En Couple,2,FALSE,4403 DR 51
42,F,994,Célibataire,0,FALSE,4910 UP 69
38,Femme,593,En Couple,0,FALSE,2166 SL 62
38,F,555,En Couple,0,FALSE,6585 ZY 59
58,M,221,En Couple,4,FALSE,5959 IH 71
47,M,561,En Couple,2,TRUE,3757 CO 57
34,F,580,En Couple,4,TRUE,685 BJ 15
72,M,549,En Couple,1,FALSE,8262 PN 29
31,M,518,En Couple,4,FALSE,2501 TW 53
35,M,233,Célibataire,0,FALSE,8280 LQ 94
55,F,1190,En Couple,0,TRUE,5594 ZL 94
55,M,456,En Couple, ,TRUE,5025 IZ 66
18,F,169,Célibataire,0,FALSE,352 UL 61
25,M,441,Célibataire,0,FALSE,8312 EX 38
31,M,407,Célibataire,0,FALSE,6386 RD 72
27,N/D,575,Seule,3,FALSE,8306 HX 59
52,F,549,En Couple,1,FALSE,4425 AS 25
23,M,154,En Couple,0,FALSE,8009 JO 31
57,F,430,En Couple,0,FALSE,741 SW 79
54,M,164,Célibataire,0,FALSE,9413 WG 48
60,F,413,En Couple,4,FALSE,6899 SN 63
33,M,448,Célibataire,0,FALSE,2789 FN 29
32,M,1397,Célibataire,0,FALSE,5447 GI 51
53,M,424,En Couple,1,FALSE,5860 RY 79
23,F,406,En Couple,4,FALSE,241 GB 41
54,M,1206,Célibataire,0,FALSE,1718 BX 83
84,M,177,Célibataire,0,FALSE,3178 DR 38
48,M,403,Célibataire,0,FALSE,1562 EV 32
51,M,454,Célibataire,0,FALSE,7957 JT 81
66,M,1083,Célibataire,0,FALSE,7911 YC 18
62,F,589,En Couple,3,TRUE,2592 TM 77
22,F,447,En Couple,4,FALSE,1552 RH 70
58,M,537,Célibataire,0,FALSE,6722 YV 38
63,M,595,En Couple,4,FALSE,1378 AS 93
24,M,484,En Couple,4,FALSE,6700 US 69
58,M,504,Célibataire,0,FALSE,7411 XN 87
71,M,448,En Couple,1,FALSE,4954 WW 46
81,M,219,En Couple,0,FALSE,482 RJ 90
32,F,1034,Célibataire,0,FALSE,785 GS 65
27,F,205,Célibataire,0,FALSE,2491 EF 82
39,M,451,En Couple,0,FALSE,8848 HU 32
71,M,432,Célibataire,0,FALSE,4738 SU 15
48,M,974,En Couple,0,TRUE,3569 SK 89
83,M,808,Célibataire,0,FALSE,9428 LQ 15
24,M,757,Célibataire,0,FALSE,998 NI 41
31,F,520,En Couple,1,FALSE,7627 VG 19
41,F,229,En Couple,0,FALSE,2286 FY 34
57,F,542,Célibataire,0,FALSE,2472 ZP 32
44,M,211,En Couple,2,FALSE,6207 AL 19
22,M,1375,Célibataire,0,FALSE,8713 OS 81
83,M,1305,En Couple,0,FALSE,6235 BU 92
31,M,1026,En Couple,1,TRUE,2850 ZH 71
40,M,882,En Couple,2,TRUE,365 KE 78
54,M,479,Célibataire,0,FALSE,2837 WO 68
52,M,441,En Couple,1,FALSE,5627 SH 23
51,M,799,En Couple,0,TRUE,1404 EQ 21
69,M,507,Célibataire,0,FALSE,963 VU 64
78,M,815,En Couple,0,FALSE,1851 RT 31
25,M,448,En Couple,2,FALSE,6031 PQ 44
47,F,463,En Couple,3,FALSE,4753 CS 49
56,M,705,Célibataire,0,FALSE,9395 YU 91
35,M,1190,Seule,2,FALSE,2261 ZL 10
51,M,188,En Couple,4,FALSE,459 NC 44
50,F,559,En Couple,2,FALSE,6714 SD 20
22,M,1108,En Couple,2,FALSE,2736 VI 28
33,F,189,En Couple,1,FALSE,9709 OS 86
28,M,1199,En Couple,4,FALSE,3217 DF 29
24,M,1372,Célibataire,0,FALSE,3059 MM 19
19,F,807,Seule,2,FALSE,4396 PQ 63
54,M,170,En Couple,2,FALSE,4558 BU 78
25,M,892,Célibataire,0,FALSE,5620 JR 97
18,F,946,Seule,2,FALSE,9255 IN 44
43,M,170,En Couple,0,FALSE,9385 UR 84
32,Femme,941,En Couple,2,FALSE,4834 TG 90
23,F,421,En Couple,2,TRUE,4933 ZA 34
54,M,990,En Couple,2,FALSE,3103 UR 36
21,M,201,En Couple,2,TRUE,9067 FZ 44
54,M,192,En Couple,1,TRUE,3700 SF 23
27,M,745,En Couple,2,TRUE,7768 VQ 66
49,M,240,En Couple,3,FALSE,3894 JT 71
28,F,225,Célibataire,0,FALSE,6596 VK 95
25,M,558,En Couple,0,FALSE,4943 EG 78
69,F,168,En Couple,2,FALSE,7215 KX 52
80,M,590,En Couple,1,FALSE,4118 LG 49
40,F,503,En Couple,1,TRUE,694 VD 38
57,F,485,En Couple,0,TRUE,8988 LN 56
27,M,1141,Seule,1,FALSE,4189 RP 56
57,M,1358,En Couple,3,FALSE,267 DO 65
76,F,587,Célibataire,0,FALSE,1603 GV 70
24,F,195,Célibataire,0,FALSE,2183 SX 12
21,M,-1,En Couple,4,FALSE,5859 YM 62
51,M,242,En Couple,1,TRUE,6814 PX 55
57,M,590,En Couple,3,FALSE,9631 FB 43
18,M,543,En Couple,1,FALSE,8953 JI 94
26,M,1121,Seule,2,FALSE,2517 VK 32
22,M,217,En Couple,3,FALSE,9851 CF 14
57,M,766,Célibataire,0,FALSE,3836 JQ 80
79,M,1285,En Couple,4,FALSE,5182 NN 32
56,F,1260,Célibataire,0,FALSE,1349 PL 50
32,F,484,En Couple,3,FALSE,3707 PT 91
20,M,1302,En Couple,4,TRUE,2028 PM 25
50,F,239,En Couple,4,FALSE,1536 BV 27
24,F,1055,Célibataire,0,FALSE,3685 BN 60
18,M,409,En Couple,3,FALSE,6841 JY 95
38,F,496,En Couple,0,TRUE,4289 RR 94
44,M,442,Célibataire,0,FALSE,9353 DD 16
28,F,489,En Couple,4,FALSE,8041 TC 70
40,M,957,En Couple,3,FALSE,9583 SL 53
19,F,244,En Couple,2,FALSE,7599 AC 34
30,M,531,En Couple,0,FALSE,8148 LT 51
23,M,1146,En Couple,2,FALSE,5441 VK 66
40,F,528,Seule,1,FALSE,889 FJ 80
59,F,452,Célibataire,0,FALSE,3575 SU 15
29,M,900,En Couple,4,FALSE,6331 YH 59
19,M,484,En Couple,2,TRUE,9298 MZ 92
20,M,1180,En Couple,2,FALSE,2033 TY 39
18,F,1290,Célibataire,0,FALSE,3469 OB 42
44,Masculin,414,En Couple,1,FALSE,2249 EV 74
73,M,1140,En Couple,0,FALSE,973 GN 85
69,M,195,En Couple,4,FALSE,0 BJ 79
37,M,1316,En Couple,4,FALSE,9650 SC 76
73,M,551,En Couple,1,FALSE,5449 RO 36
38,M,175,Seule,1,FALSE,2294 DO 63
32,M,237,En Couple,1,TRUE,7506 AD 78
24,M,472,Célibataire,0,FALSE,6714 LZ 79
40,M,433,En Couple,2,FALSE,5332 DA 65
31,M,559,Marié(e),3,FALSE,2573 UQ 11
43,M,920,Célibataire,0,FALSE,9745 GG 50
74,M,872,Seule,1,FALSE,6102 RB 15
20,M,491,Célibataire,0,FALSE,7862 DI 17
26,F,912,En Couple,3,FALSE,1463 BU 86
23,M,596,Célibataire,0,FALSE,7448 XF 24
19,M,1317,En Couple,1,FALSE,5546 UC 37
51,M,220,Célibataire,0,FALSE,7544 GJ 78
26,M,187,En Couple,2,TRUE,4053 TS 83
30,F,150,En Couple,4,TRUE,881 OH 83
30,F,507,Célibataire,0,FALSE,5399 WX 55
81,M,1289,En Couple,2,FALSE,1766 FI 93
19,M,475,En Couple,1,TRUE,6218 II 14
68,M,993,Célibataire,0,FALSE,8199 QR 61
25,M,538,En Couple,4,FALSE,6625 XQ 91
34,M,490,Célibataire,0,FALSE,5594 QN 55
54,M,1013,En Couple,3,FALSE,5497 IK 61
33,M,1259,Célibataire,0,FALSE,8819 MN 87
56,M,1340,En Couple,1,FALSE,3769 BW 59
83,M,218,Célibataire,0,FALSE,4046 TY 47
58,M,202,En Couple,1,FALSE,8259 JQ 52
41,F,174,En Couple,0,TRUE,4609 OG 62
27,M,217,En Couple,4,TRUE,7363 GR 37
44,F,217,En Couple,0,FALSE,9069 MF 18
49,F,192,En Couple,1,FALSE,6764 NY 82
84,M,201,Célibataire,0,FALSE,5836 XG 28
20,M,958,En Couple,1,TRUE,3744 WL 72
27,M,459,Seule,3,FALSE,177 SB 68
32,M,542,Célibataire,0,FALSE,6662 FL 64
69,M,1238,Célibataire,0,FALSE,13 BJ 88
53,M,924,En Couple,4,FALSE,3283 OW 74
55,F,?,En Couple,4,FALSE,8502 CA 22
54,F,1083,Seule,3,FALSE,2388 AT 27
21,F,579,En Couple,0,FALSE,9855 TD 19
36,M,548,En Couple,0,FALSE,9152 OS 86
24,M,566,En Couple,1,FALSE,5156 ZB 22
56,F,1038,En Couple,4,FALSE,8103 TQ 36
59,M,406,Célibataire,0,FALSE,8268 DW 58
68,M,1386,En Couple,4,FALSE,4279 PG 33
18,M,930,En Couple,3,FALSE,903 DO 29
62,M,478,En Couple,4,FALSE,4403 QC 30
22,M,153,Célibataire,0,FALSE,5968 JK 71
76,M,924,En Couple,3,FALSE,2364 PL 70
28,F,520,Seule,2,FALSE,4442 BP 37
18,M,247,En Couple,0,TRUE,2154 FJ 57
56,F,887,En Couple,0,FALSE,6628 DE 20
67,M,571,En Couple,0,TRUE,6609 ZN 16
29,M,234,En Couple,2,FALSE,8935 AI 47
51,M,189,En Couple,0,FALSE,2799 NH 32
43,M,523,En Couple,0,FALSE,8052 SQ 91
28,N/D,1193,Célibataire,0,FALSE,5882 FG 30
18,M,568,En Couple,0,FALSE,520 UU 91
47,M,491,En Couple,2,FALSE,3475 TJ 41
54,M,561,En Couple,3,FALSE,2441 CL 20
38,M,730,En Couple,0,TRUE,8391 KK 24
65,M,1263,En Couple,1,FALSE,3895 TI 43
50,F,472,En Couple,0,FALSE,5786 VR 36
35,M,236,En Couple,1,FALSE,2302 IU 35
49,M,787,En Couple,0,FALSE,7932 LN 30
64,F,596,En Couple,2,FALSE,7713 AL 84
47,M,486,En Couple,3,FALSE,5430 DI 67
37,M,404,En Couple,3,TRUE,3502 LC 35
54,M,553,En Couple,1,FALSE,7307 LE 54
29,F,848,Célibataire,0,FALSE,8702 BP 98
18,F,872,En Couple,0,TRUE,4169 FG 28
